step,time_min,time_h,load_multiplier,pv_multiplier,pv_generation_kw,v_min,v_max,v_mean,v_min_bus,v_max_bus,violating_buses_count,overvoltage_buses_count,undervoltage_buses_count,losses_kw,control_mode,total_q_dispatch_kvar,total_p_curtailment_kw,ders_controlled,optimization_status,sensitivity_cache_hit
145,725,12.083333333333334,0.8983333333333333,0.9983333333333333,1287.85,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
146,730,12.166666666666666,0.8966666666666667,0.9966666666666667,1285.7,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
147,735,12.25,0.895,0.995,1283.55,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
148,740,12.333333333333334,0.8933333333333333,0.9933333333333333,1281.3999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
149,745,12.416666666666666,0.8916666666666667,0.9916666666666667,1279.25,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
150,750,12.5,0.89,0.99,1277.1,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
151,755,12.583333333333334,0.8883333333333333,0.9866666666666666,1272.8,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
152,760,12.666666666666666,0.8866666666666667,0.9833333333333334,1268.5,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
153,765,12.75,0.885,0.98,1264.2,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
154,770,12.833333333333334,0.8833333333333333,0.9766666666666666,1259.8999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
155,775,12.916666666666666,0.8816666666666667,0.9733333333333334,1255.6000000000001,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
156,780,13.0,0.88,0.97,1251.3,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
157,785,13.083333333333334,0.88,0.965,1244.85,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
158,790,13.166666666666666,0.88,0.96,1238.3999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
159,795,13.25,0.88,0.955,1231.95,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
160,800,13.333333333333334,0.88,0.95,1225.5,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
161,805,13.416666666666666,0.88,0.945,1219.05,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
162,810,13.5,0.88,0.94,1212.6,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
163,815,13.583333333333334,0.88,0.9333333333333332,1203.9999999999998,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
164,820,13.666666666666666,0.88,0.9266666666666666,1195.3999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
165,825,13.75,0.88,0.9199999999999999,1186.8,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
166,830,13.833333333333334,0.88,0.9133333333333333,1178.2,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
167,835,13.916666666666666,0.88,0.9066666666666667,1169.6000000000001,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
168,840,14.0,0.88,0.9,1161.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
169,845,14.083333333333334,0.88,0.8883333333333333,1145.95,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
170,850,14.166666666666666,0.88,0.8766666666666667,1130.9,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
171,855,14.25,0.88,0.865,1115.85,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
172,860,14.333333333333334,0.88,0.8533333333333333,1100.8,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
173,865,14.416666666666666,0.88,0.8416666666666667,1085.75,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
174,870,14.5,0.88,0.83,1070.7,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
175,875,14.583333333333334,0.8816666666666667,0.8166666666666665,1053.4999999999998,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
176,880,14.666666666666666,0.8833333333333333,0.8033333333333335,1036.3000000000002,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
177,885,14.75,0.885,0.79,1019.1,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
178,890,14.833333333333334,0.8866666666666667,0.7766666666666666,1001.9,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
179,895,14.916666666666666,0.8883333333333333,0.7633333333333334,984.7000000000002,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
180,900,15.0,0.89,0.75,967.5,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
181,905,15.083333333333334,0.8916666666666667,0.7333333333333332,945.9999999999998,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
182,910,15.166666666666666,0.8933333333333333,0.7166666666666668,924.5000000000001,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
183,915,15.25,0.895,0.7,902.9999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
184,920,15.333333333333334,0.8966666666666667,0.6833333333333332,881.4999999999999,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
185,925,15.416666666666666,0.8983333333333333,0.6666666666666669,860.0000000000002,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
186,930,15.5,0.9,0.65,838.5,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
187,935,15.583333333333334,0.9016666666666667,0.6299999999999999,812.6999999999998,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
188,940,15.666666666666666,0.9033333333333333,0.6100000000000002,786.9000000000003,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
189,945,15.75,0.905,0.5900000000000001,761.1000000000001,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
190,950,15.833333333333334,0.9066666666666667,0.5699999999999998,735.2999999999998,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
191,955,15.916666666666666,0.9083333333333333,0.5500000000000002,709.5000000000002,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
192,960,16.0,0.91,0.53,683.7,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
193,965,16.083333333333332,0.9133333333333333,0.5083333333333336,655.7500000000003,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
194,970,16.166666666666668,0.9166666666666667,0.48666666666666636,627.7999999999996,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
195,975,16.25,0.92,0.465,599.85,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
196,980,16.333333333333332,0.9233333333333333,0.4433333333333337,571.9000000000004,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
197,985,16.416666666666668,0.9266666666666667,0.4216666666666664,543.9499999999997,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
198,990,16.5,0.93,0.4,516.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
199,995,16.583333333333332,0.9333333333333333,0.3800000000000003,490.2000000000004,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
200,1000,16.666666666666668,0.9366666666666668,0.35999999999999976,464.3999999999997,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
201,1005,16.75,0.94,0.34,438.6,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
202,1010,16.833333333333332,0.9433333333333332,0.3200000000000003,412.80000000000035,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
203,1015,16.916666666666668,0.9466666666666667,0.2999999999999997,386.9999999999996,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
204,1020,17.0,0.95,0.28,361.20000000000005,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
205,1025,17.083333333333332,0.9549999999999998,0.2633333333333336,339.70000000000033,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
206,1030,17.166666666666668,0.9600000000000001,0.24666666666666645,318.1999999999997,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
207,1035,17.25,0.965,0.23,296.7,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
208,1040,17.333333333333332,0.9699999999999999,0.21333333333333357,275.20000000000033,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
209,1045,17.416666666666668,0.9750000000000001,0.19666666666666643,253.6999999999997,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
210,1050,17.5,0.98,0.18,232.2,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
211,1055,17.583333333333332,0.9833333333333333,0.16666666666666685,215.00000000000023,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
212,1060,17.666666666666668,0.9866666666666667,0.15333333333333315,197.79999999999978,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
213,1065,17.75,0.99,0.14,180.60000000000002,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
214,1070,17.833333333333332,0.9933333333333333,0.12666666666666687,163.40000000000026,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
215,1075,17.916666666666668,0.9966666666666667,0.11333333333333315,146.19999999999976,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
216,1080,18.0,1.0,0.1,129.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
217,1085,18.083333333333332,1.0,0.09166666666666679,118.25000000000016,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
218,1090,18.166666666666668,1.0,0.08333333333333322,107.49999999999986,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
219,1095,18.25,1.0,0.07500000000000001,96.75000000000001,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
220,1100,18.333333333333332,1.0,0.06666666666666679,86.00000000000016,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
221,1105,18.416666666666668,1.0,0.058333333333333216,75.24999999999984,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
222,1110,18.5,1.0,0.05,64.5,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
223,1115,18.583333333333332,0.9966666666666667,0.04166666666666679,53.750000000000156,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
224,1120,18.666666666666668,0.9933333333333333,0.033333333333333215,42.999999999999844,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
225,1125,18.75,0.99,0.025,32.25,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
226,1130,18.833333333333332,0.9866666666666667,0.016666666666666788,21.500000000000156,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
227,1135,18.916666666666668,0.9833333333333333,0.008333333333333214,10.749999999999845,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
228,1140,19.0,0.98,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
229,1145,19.083333333333332,0.9750000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
230,1150,19.166666666666668,0.9699999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
231,1155,19.25,0.965,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
232,1160,19.333333333333332,0.9600000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
233,1165,19.416666666666668,0.9549999999999998,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
234,1170,19.5,0.95,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
235,1175,19.583333333333332,0.9450000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
236,1180,19.666666666666668,0.94,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
237,1185,19.75,0.935,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
238,1190,19.833333333333332,0.93,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
239,1195,19.916666666666668,0.9249999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
240,1200,20.0,0.92,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
241,1205,20.083333333333332,0.9133333333333334,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
242,1210,20.166666666666668,0.9066666666666666,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
243,1215,20.25,0.9,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
244,1220,20.333333333333332,0.8933333333333334,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
245,1225,20.416666666666668,0.8866666666666666,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
246,1230,20.5,0.88,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
247,1235,20.583333333333332,0.8750000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
248,1240,20.666666666666668,0.8699999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
249,1245,20.75,0.865,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
250,1250,20.833333333333332,0.8600000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
251,1255,20.916666666666668,0.8549999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
252,1260,21.0,0.85,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
253,1265,21.083333333333332,0.8450000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
254,1270,21.166666666666668,0.8399999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
255,1275,21.25,0.835,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
256,1280,21.333333333333332,0.8300000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
257,1285,21.416666666666668,0.8249999999999998,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
258,1290,21.5,0.82,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
259,1295,21.583333333333332,0.8133333333333334,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
260,1300,21.666666666666668,0.8066666666666665,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
261,1305,21.75,0.8,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
262,1310,21.833333333333332,0.7933333333333334,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
263,1315,21.916666666666668,0.7866666666666666,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
264,1320,22.0,0.78,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
265,1325,22.083333333333332,0.7700000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
266,1330,22.166666666666668,0.7599999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
267,1335,22.25,0.75,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
268,1340,22.333333333333332,0.7400000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
269,1345,22.416666666666668,0.7299999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
270,1350,22.5,0.72,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
271,1355,22.583333333333332,0.7100000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
272,1360,22.666666666666668,0.6999999999999998,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
273,1365,22.75,0.69,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
274,1370,22.833333333333332,0.6800000000000002,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
275,1375,22.916666666666668,0.6699999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
276,1380,23.0,0.66,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
277,1385,23.083333333333332,0.6500000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
278,1390,23.166666666666668,0.6399999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
279,1395,23.25,0.63,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
280,1400,23.333333333333332,0.6200000000000001,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
281,1405,23.416666666666668,0.6099999999999999,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
282,1410,23.5,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
283,1415,23.583333333333332,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
284,1420,23.666666666666668,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
285,1425,23.75,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
286,1430,23.833333333333332,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
287,1435,23.916666666666668,0.6,0.0,0.0,0.4804148442027208,1.0498228251619157,0.9272701366641072,611,rg60,3,0,3,112.40524721615,optimization,0,0,0,optimal,True
